,endTime,artistName,trackName,msPlayed,artist_and_song,energy,loudness,danceability,genres
127,2021-03-14 04:05,Broken Social Scene,Finish Your Collapse And Stay For Breakfast,84413,Broken Social Scene - Finish Your Collapse And Stay For Breakfast,0.669,-16.506,0.264,modern rock
127,2021-03-14 04:05,Broken Social Scene,Finish Your Collapse And Stay For Breakfast,84413,Broken Social Scene - Finish Your Collapse And Stay For Breakfast,0.669,-16.506,0.264,stomp and holler
128,2021-03-14 04:07,Frank Black,I Heard Ramona Sing,0,Frank Black - I Heard Ramona Sing,0.878,-5.877,0.674,alternative pop
128,2021-03-14 04:07,Frank Black,I Heard Ramona Sing,0,Frank Black - I Heard Ramona Sing,0.878,-5.877,0.674,alternative rock
128,2021-03-14 04:07,Frank Black,I Heard Ramona Sing,0,Frank Black - I Heard Ramona Sing,0.878,-5.877,0.674,gbvfi
128,2021-03-14 04:07,Frank Black,I Heard Ramona Sing,0,Frank Black - I Heard Ramona Sing,0.878,-5.877,0.674,power pop
129,2021-03-14 04:07,Kruger Brothers,My Cabin In Caroline,2197,Kruger Brothers - My Cabin In Caroline,0.361,-11.883,0.601,banjo
129,2021-03-14 04:07,Kruger Brothers,My Cabin In Caroline,2197,Kruger Brothers - My Cabin In Caroline,0.361,-11.883,0.601,bluegrass
129,2021-03-14 04:07,Kruger Brothers,My Cabin In Caroline,2197,Kruger Brothers - My Cabin In Caroline,0.361,-11.883,0.601,progressive bluegrass
129,2021-03-14 04:07,Kruger Brothers,My Cabin In Caroline,2197,Kruger Brothers - My Cabin In Caroline,0.361,-11.883,0.601,swiss country
130,2021-03-14 04:07,Chon,Here and There,2549,Chon - Here and There,0.544,-7.229,0.613,djent
130,2021-03-14 04:07,Chon,Here and There,2549,Chon - Here and There,0.544,-7.229,0.613,instrumental math rock
130,2021-03-14 04:07,Chon,Here and There,2549,Chon - Here and There,0.544,-7.229,0.613,instrumental rock
130,2021-03-14 04:07,Chon,Here and There,2549,Chon - Here and There,0.544,-7.229,0.613,progressive jazz fusion
130,2021-03-14 04:07,Chon,Here and There,2549,Chon - Here and There,0.544,-7.229,0.613,san diego indie
131,2021-03-14 04:07,Ramsey Lewis,Summer Breeze,415,Ramsey Lewis - Summer Breeze,0.515,-11.282,0.622,funk
131,2021-03-14 04:07,Ramsey Lewis,Summer Breeze,415,Ramsey Lewis - Summer Breeze,0.515,-11.282,0.622,instrumental soul
131,2021-03-14 04:07,Ramsey Lewis,Summer Breeze,415,Ramsey Lewis - Summer Breeze,0.515,-11.282,0.622,jazz funk
131,2021-03-14 04:07,Ramsey Lewis,Summer Breeze,415,Ramsey Lewis - Summer Breeze,0.515,-11.282,0.622,jazz piano
132,2021-03-14 04:07,Sugar Candy Mountain,Windows,1343,Sugar Candy Mountain - Windows,0.634,-7.805,0.526,bay area indie
132,2021-03-14 04:07,Sugar Candy Mountain,Windows,1343,Sugar Candy Mountain - Windows,0.634,-7.805,0.526,indie garage rock
132,2021-03-14 04:07,Sugar Candy Mountain,Windows,1343,Sugar Candy Mountain - Windows,0.634,-7.805,0.526,neo-psychedelic
132,2021-03-14 04:07,Sugar Candy Mountain,Windows,1343,Sugar Candy Mountain - Windows,0.634,-7.805,0.526,oakland indie
133,2021-03-14 04:07,Christopher Owens,When You Say I Love You,234,Christopher Owens - When You Say I Love You,0.504,-9.321,0.526,bay area indie
134,2021-03-14 04:07,Courtney Barnett,Blue Cheese,1738,Courtney Barnett - Blue Cheese,0.847,-6.611,0.581,art pop
134,2021-03-14 04:07,Courtney Barnett,Blue Cheese,1738,Courtney Barnett - Blue Cheese,0.847,-6.611,0.581,australian indie
134,2021-03-14 04:07,Courtney Barnett,Blue Cheese,1738,Courtney Barnett - Blue Cheese,0.847,-6.611,0.581,indie pop
134,2021-03-14 04:07,Courtney Barnett,Blue Cheese,1738,Courtney Barnett - Blue Cheese,0.847,-6.611,0.581,indie rock
134,2021-03-14 04:07,Courtney Barnett,Blue Cheese,1738,Courtney Barnett - Blue Cheese,0.847,-6.611,0.581,melbourne indie
135,2021-03-14 04:07,Fraternal Twin,Like the Comet,1290,Fraternal Twin - Like the Comet,0.276,-10.602,0.215,small room
136,2021-03-14 04:07,Keenan O'Meara,Rainstorms,150137,Keenan O'Meara - Rainstorms,0.358,-8.941,0.242,ambient folk
137,2021-03-14 04:07,Mitski,Happy,0,Mitski - Happy,0.509,-10.861,0.598,brooklyn indie
138,2021-03-14 04:10,Ricky Eat Acid,My Darling Bby,138000,Ricky Eat Acid - My Darling Bby,0.291,-14.167,0.612,indie garage rock
138,2021-03-14 04:10,Ricky Eat Acid,My Darling Bby,138000,Ricky Eat Acid - My Darling Bby,0.291,-14.167,0.612,indie psych-pop
138,2021-03-14 04:10,Ricky Eat Acid,My Darling Bby,138000,Ricky Eat Acid - My Darling Bby,0.291,-14.167,0.612,lo-fi indie
139,2021-03-14 04:11,Chon,Suda,58918,Chon - Suda,0.947,-6.648,0.479,djent
139,2021-03-14 04:11,Chon,Suda,58918,Chon - Suda,0.947,-6.648,0.479,instrumental math rock
139,2021-03-14 04:11,Chon,Suda,58918,Chon - Suda,0.947,-6.648,0.479,instrumental rock
139,2021-03-14 04:11,Chon,Suda,58918,Chon - Suda,0.947,-6.648,0.479,progressive jazz fusion
139,2021-03-14 04:11,Chon,Suda,58918,Chon - Suda,0.947,-6.648,0.479,san diego indie
140,2021-03-14 04:12,Daft Punk,Human After All,554,Daft Punk - Human After All,0.725,-4.367,0.608,electro
140,2021-03-14 04:12,Daft Punk,Human After All,554,Daft Punk - Human After All,0.725,-4.367,0.608,filter house
141,2021-03-14 04:12,Dr. Dog,Nobody Knows Who You Are,90741,Dr. Dog - Nobody Knows Who You Are,0.776,-6.897,0.343,indie folk
141,2021-03-14 04:12,Dr. Dog,Nobody Knows Who You Are,90741,Dr. Dog - Nobody Knows Who You Are,0.776,-6.897,0.343,indie rock
141,2021-03-14 04:12,Dr. Dog,Nobody Knows Who You Are,90741,Dr. Dog - Nobody Knows Who You Are,0.776,-6.897,0.343,modern folk rock
141,2021-03-14 04:12,Dr. Dog,Nobody Knows Who You Are,90741,Dr. Dog - Nobody Knows Who You Are,0.776,-6.897,0.343,modern rock
141,2021-03-14 04:12,Dr. Dog,Nobody Knows Who You Are,90741,Dr. Dog - Nobody Knows Who You Are,0.776,-6.897,0.343,philly indie
141,2021-03-14 04:12,Dr. Dog,Nobody Knows Who You Are,90741,Dr. Dog - Nobody Knows Who You Are,0.776,-6.897,0.343,stomp and holler
142,2021-03-14 04:12,Dawg Yawp,Lost At Sea,704,Dawg Yawp - Lost At Sea,0.799,-7.08,0.471,cincinnati indie
142,2021-03-14 04:12,Dawg Yawp,Lost At Sea,704,Dawg Yawp - Lost At Sea,0.799,-7.08,0.471,roots americana
144,2021-03-14 04:13,Samm Henshaw,Broke,2368,Samm Henshaw - Broke,0.684,-4.325,0.751,alternative r&b
144,2021-03-14 04:13,Samm Henshaw,Broke,2368,Samm Henshaw - Broke,0.684,-4.325,0.751,british soul
144,2021-03-14 04:13,Samm Henshaw,Broke,2368,Samm Henshaw - Broke,0.684,-4.325,0.751,indie soul
144,2021-03-14 04:13,Samm Henshaw,Broke,2368,Samm Henshaw - Broke,0.684,-4.325,0.751,uk contemporary r&b
145,2021-03-14 04:13,Maya Delilah,Tangerine Dream,1749,Maya Delilah - Tangerine Dream,0.281,-11.003,0.483,uk pop
146,2021-03-14 04:13,Greentea Peng,Downers,8821,Greentea Peng - Downers,0.336,-14.097,0.761,indie r&b
146,2021-03-14 04:13,Greentea Peng,Downers,8821,Greentea Peng - Downers,0.336,-14.097,0.761,indie soul
146,2021-03-14 04:13,Greentea Peng,Downers,8821,Greentea Peng - Downers,0.336,-14.097,0.761,uk contemporary r&b
148,2021-03-14 14:21,Prince Daddy & the Hyena,I Forgot to Take My Meds Today,145215,Prince Daddy & the Hyena - I Forgot to Take My Meds Today,0.938,-4.431,0.403,albany ny indie
148,2021-03-14 14:21,Prince Daddy & the Hyena,I Forgot to Take My Meds Today,145215,Prince Daddy & the Hyena - I Forgot to Take My Meds Today,0.938,-4.431,0.403,alternative emo
148,2021-03-14 14:21,Prince Daddy & the Hyena,I Forgot to Take My Meds Today,145215,Prince Daddy & the Hyena - I Forgot to Take My Meds Today,0.938,-4.431,0.403,bubblegrunge
148,2021-03-14 14:21,Prince Daddy & the Hyena,I Forgot to Take My Meds Today,145215,Prince Daddy & the Hyena - I Forgot to Take My Meds Today,0.938,-4.431,0.403,diy emo
148,2021-03-14 14:21,Prince Daddy & the Hyena,I Forgot to Take My Meds Today,145215,Prince Daddy & the Hyena - I Forgot to Take My Meds Today,0.938,-4.431,0.403,emo
148,2021-03-14 14:21,Prince Daddy & the Hyena,I Forgot to Take My Meds Today,145215,Prince Daddy & the Hyena - I Forgot to Take My Meds Today,0.938,-4.431,0.403,indie garage rock
148,2021-03-14 14:21,Prince Daddy & the Hyena,I Forgot to Take My Meds Today,145215,Prince Daddy & the Hyena - I Forgot to Take My Meds Today,0.938,-4.431,0.403,indie punk
148,2021-03-14 14:21,Prince Daddy & the Hyena,I Forgot to Take My Meds Today,145215,Prince Daddy & the Hyena - I Forgot to Take My Meds Today,0.938,-4.431,0.403,midwest emo
149,2021-03-14 14:21,Lala Lala,Fuck With Your Friends,1462,Lala Lala - Fuck With Your Friends,0.473,-9.903,0.389,art pop
149,2021-03-14 14:21,Lala Lala,Fuck With Your Friends,1462,Lala Lala - Fuck With Your Friends,0.473,-9.903,0.389,bubblegrunge
149,2021-03-14 14:21,Lala Lala,Fuck With Your Friends,1462,Lala Lala - Fuck With Your Friends,0.473,-9.903,0.389,indie folk
149,2021-03-14 14:21,Lala Lala,Fuck With Your Friends,1462,Lala Lala - Fuck With Your Friends,0.473,-9.903,0.389,indie pop
149,2021-03-14 14:21,Lala Lala,Fuck With Your Friends,1462,Lala Lala - Fuck With Your Friends,0.473,-9.903,0.389,indie punk
149,2021-03-14 14:21,Lala Lala,Fuck With Your Friends,1462,Lala Lala - Fuck With Your Friends,0.473,-9.903,0.389,indie rock
150,2021-03-14 14:21,Fox Academy,420,7210,Fox Academy - 420,0.157,-13.078,0.325,indie garage rock
150,2021-03-14 14:21,Fox Academy,420,7210,Fox Academy - 420,0.157,-13.078,0.325,indie pop
150,2021-03-14 14:21,Fox Academy,420,7210,Fox Academy - 420,0.157,-13.078,0.325,lo-fi indie
151,2021-03-14 14:24,Wallows,OK - with Remi Wolf & Solomonophonic,162206,Wallows - OK - with Remi Wolf & Solomonophonic,0.855,-4.401,0.652,indie pop
151,2021-03-14 14:24,Wallows,OK - with Remi Wolf & Solomonophonic,162206,Wallows - OK - with Remi Wolf & Solomonophonic,0.855,-4.401,0.652,modern rock
151,2021-03-14 14:24,Wallows,OK - with Remi Wolf & Solomonophonic,162206,Wallows - OK - with Remi Wolf & Solomonophonic,0.855,-4.401,0.652,pop
152,2021-03-14 14:27,Radiator Hospital,Something Wild,179527,Radiator Hospital - Something Wild,0.16,-15.624,0.648,anti-folk
152,2021-03-14 14:27,Radiator Hospital,Something Wild,179527,Radiator Hospital - Something Wild,0.16,-15.624,0.648,bubblegrunge
152,2021-03-14 14:27,Radiator Hospital,Something Wild,179527,Radiator Hospital - Something Wild,0.16,-15.624,0.648,grand rapids indie
152,2021-03-14 14:27,Radiator Hospital,Something Wild,179527,Radiator Hospital - Something Wild,0.16,-15.624,0.648,indie garage rock
152,2021-03-14 14:27,Radiator Hospital,Something Wild,179527,Radiator Hospital - Something Wild,0.16,-15.624,0.648,indie pop
152,2021-03-14 14:27,Radiator Hospital,Something Wild,179527,Radiator Hospital - Something Wild,0.16,-15.624,0.648,indie punk
152,2021-03-14 14:27,Radiator Hospital,Something Wild,179527,Radiator Hospital - Something Wild,0.16,-15.624,0.648,indie rock
152,2021-03-14 14:27,Radiator Hospital,Something Wild,179527,Radiator Hospital - Something Wild,0.16,-15.624,0.648,lo-fi indie
152,2021-03-14 14:27,Radiator Hospital,Something Wild,179527,Radiator Hospital - Something Wild,0.16,-15.624,0.648,philly indie
154,2021-03-14 14:33,Shelf Life,Sip,111500,Shelf Life - Sip,0.387,-10.65,0.802,lo-fi indie
154,2021-03-14 14:33,Shelf Life,Sip,111500,Shelf Life - Sip,0.387,-10.65,0.802,small room
155,2021-03-14 14:34,Elvis Depressedly,"Jane, Don't You Know Me?",58930,"Elvis Depressedly - Jane, Don't You Know Me?",0.77,-5.986,0.696,anti-folk
155,2021-03-14 14:34,Elvis Depressedly,"Jane, Don't You Know Me?",58930,"Elvis Depressedly - Jane, Don't You Know Me?",0.77,-5.986,0.696,asheville indie
155,2021-03-14 14:34,Elvis Depressedly,"Jane, Don't You Know Me?",58930,"Elvis Depressedly - Jane, Don't You Know Me?",0.77,-5.986,0.696,indie garage rock
155,2021-03-14 14:34,Elvis Depressedly,"Jane, Don't You Know Me?",58930,"Elvis Depressedly - Jane, Don't You Know Me?",0.77,-5.986,0.696,indie psych-pop
155,2021-03-14 14:34,Elvis Depressedly,"Jane, Don't You Know Me?",58930,"Elvis Depressedly - Jane, Don't You Know Me?",0.77,-5.986,0.696,lo-fi indie
155,2021-03-14 14:34,Elvis Depressedly,"Jane, Don't You Know Me?",58930,"Elvis Depressedly - Jane, Don't You Know Me?",0.77,-5.986,0.696,shimmer psych
155,2021-03-14 14:34,Elvis Depressedly,"Jane, Don't You Know Me?",58930,"Elvis Depressedly - Jane, Don't You Know Me?",0.77,-5.986,0.696,small room
156,2021-03-14 14:37,IAN SWEET,Falling Fruit,194779,IAN SWEET - Falling Fruit,0.596,-8.81,0.609,bubblegrunge
156,2021-03-14 14:37,IAN SWEET,Falling Fruit,194779,IAN SWEET - Falling Fruit,0.596,-8.81,0.609,indie pop
156,2021-03-14 14:37,IAN SWEET,Falling Fruit,194779,IAN SWEET - Falling Fruit,0.596,-8.81,0.609,small room
157,2021-03-14 14:38,Fox Academy,i see yr cute decor,68476,Fox Academy - i see yr cute decor,0.431,-9.563,0.182,indie garage rock
157,2021-03-14 14:38,Fox Academy,i see yr cute decor,68476,Fox Academy - i see yr cute decor,0.431,-9.563,0.182,indie pop
157,2021-03-14 14:38,Fox Academy,i see yr cute decor,68476,Fox Academy - i see yr cute decor,0.431,-9.563,0.182,lo-fi indie
158,2021-03-14 14:51,Grandaddy,Where I'm Anymore,366106,Grandaddy - Where I'm Anymore,0.402,-9.466,0.644,alternative rock
158,2021-03-14 14:51,Grandaddy,Where I'm Anymore,366106,Grandaddy - Where I'm Anymore,0.402,-9.466,0.644,anti-folk
158,2021-03-14 14:51,Grandaddy,Where I'm Anymore,366106,Grandaddy - Where I'm Anymore,0.402,-9.466,0.644,chamber pop
158,2021-03-14 14:51,Grandaddy,Where I'm Anymore,366106,Grandaddy - Where I'm Anymore,0.402,-9.466,0.644,indie pop
158,2021-03-14 14:51,Grandaddy,Where I'm Anymore,366106,Grandaddy - Where I'm Anymore,0.402,-9.466,0.644,indie rock
158,2021-03-14 14:51,Grandaddy,Where I'm Anymore,366106,Grandaddy - Where I'm Anymore,0.402,-9.466,0.644,lo-fi
159,2021-03-14 14:53,Free Cake For Every Creature,So Much Strange to Give,143019,Free Cake For Every Creature - So Much Strange to Give,0.842,-9.545,0.592,bubblegrunge
159,2021-03-14 14:53,Free Cake For Every Creature,So Much Strange to Give,143019,Free Cake For Every Creature - So Much Strange to Give,0.842,-9.545,0.592,small room
159,2021-03-14 14:53,Free Cake For Every Creature,So Much Strange to Give,143019,Free Cake For Every Creature - So Much Strange to Give,0.842,-9.545,0.592,twee pop
160,2021-03-14 14:55,Fraternal Twin,Werewolves,75566,Fraternal Twin - Werewolves,0.287,-10.225,0.188,small room
161,2021-03-14 14:59,Mal Blum,"The Bodies, the Zombies!",244426,"Mal Blum - The Bodies, the Zombies!",0.229,-11.109,0.782,anti-folk
161,2021-03-14 14:59,Mal Blum,"The Bodies, the Zombies!",244426,"Mal Blum - The Bodies, the Zombies!",0.229,-11.109,0.782,bubblegrunge
161,2021-03-14 14:59,Mal Blum,"The Bodies, the Zombies!",244426,"Mal Blum - The Bodies, the Zombies!",0.229,-11.109,0.782,folk punk
161,2021-03-14 14:59,Mal Blum,"The Bodies, the Zombies!",244426,"Mal Blum - The Bodies, the Zombies!",0.229,-11.109,0.782,indie pop
